name,unit,grams
"משקה חלב 2% שומן, אייס קפה/מוקה, יטבתה, תנובה",בקבוק,1000
"משקה חלב 2% שומן, אייס קפה/מוקה, יטבתה, תנובה",בקבוק קטן,330
"משקה חלב 2% שומן, אייס קפה/מוקה, יטבתה, תנובה",קילוגרם,1000
"משקה חלב 0% שומן, שוקו דיאט, יטבתה",כוס,240
"משקה חלב 0% שומן, שוקו דיאט, יטבתה",גרמים,1
"משקה חלב 0% שומן, שוקו דיאט, יטבתה",שקית,250
"משקה חלב 0% שומן, שוקו דיאט, יטבתה",קרטון,500
"משקה חלב 0% שומן, שוקו דיאט, יטבתה",בקבוק קטן,250
"משקה חלב 0% שומן, שוקו דיאט, יטבתה",קילוגרם,1000
"משקה חלב 1.5% שומן, שוקו, יטבתה",כוס,240
"משקה חלב 1.5% שומן, שוקו, יטבתה",גרמים,1
"משקה חלב 1.5% שומן, שוקו, יטבתה",שקית,225
"משקה חלב 1.5% שומן, שוקו, יטבתה",קרטון,500
"משקה חלב 1.5% שומן, שוקו, יטבתה",בקבוק,2000
"משקה חלב 1.5% שומן, שוקו, יטבתה",בקבוק קטן,250
"משקה חלב 1.5% שומן, שוקו, יטבתה",קילוגרם,1000
"משקה חלב 0% שומן, דיאט ,שוקו ,תנובה",כוס,240
"משקה חלב 0% שומן, דיאט ,שוקו ,תנובה",גרמים,1
"משקה חלב 0% שומן, דיאט ,שוקו ,תנובה",בקבוק בינוני,500
"משקה חלב 0% שומן, דיאט ,שוקו ,תנובה",קילוגרם,1000
"משקה חלב בטעם בננה, 2% שומן ,תנובה,יטבתה",כוס,240
"משקה חלב בטעם בננה, 2% שומן ,תנובה,יטבתה",גרמים,1
"משקה חלב בטעם בננה, 2% שומן ,תנובה,יטבתה",קרטון,1000
"משקה חלב בטעם בננה, 2% שומן ,תנובה,יטבתה",בקבוק,250
"משקה חלב בטעם בננה, 2% שומן ,תנובה,יטבתה",קילוגרם,1000
"משקה חלב בטעם וניל,3% שומן, מועשר בסידן ויטמן D,תנובה",כוס,240
"משקה חלב בטעם וניל,3% שומן, מועשר בסידן ויטמן D,תנובה",גרמים,1
"משקה חלב בטעם וניל,3% שומן, מועשר בסידן ויטמן D,תנובה",קרטון,1000
"משקה חלב בטעם וניל,3% שומן, מועשר בסידן ויטמן D,תנובה",קילוגרם,1000
מילקשייק פירות על בסיס חלב 3% שומן,כוס,240
מילקשייק פירות על בסיס חלב 3% שומן,גרמים,1
מילקשייק פירות על בסיס חלב 3% שומן,קילוגרם,1000
"משקה חלב, שוקו 2% שומן, תנובה",גרמים,1
"משקה חלב, שוקו 2% שומן, תנובה",שקית,225
"משקה חלב, שוקו 2% שומן, תנובה",קרטון,250
"משקה חלב, שוקו 2% שומן, תנובה",קילוגרם,1000
"משקה חלב 2% שומן, מילקשייק, טעמים שונים, יטבתה",כוס,240
"משקה חלב 2% שומן, מילקשייק, טעמים שונים, יטבתה",גרמים,1
"משקה חלב 2% שומן, מילקשייק, טעמים שונים, יטבתה",שקית,250
"משקה חלב 2% שומן, מילקשייק, טעמים שונים, יטבתה",קרטון,500
"משקה חלב 2% שומן, מילקשייק, טעמים שונים, יטבתה",קרטון קטן,250
"משקה חלב 2% שומן, מילקשייק, טעמים שונים, יטבתה",בקבוק,1000
"משקה חלב 2% שומן, מילקשייק, טעמים שונים, יטבתה",בקבוק גדול,2000
"משקה חלב 2% שומן, מילקשייק, טעמים שונים, יטבתה",קילוגרם,1000
"מילקשייק וניל/תות/שוקו, מקדונלדס",גרמים,1
"מילקשייק וניל/תות/שוקו, מקדונלדס",מנה,330
"מילקשייק וניל/תות/שוקו, מקדונלדס",קילוגרם,1000
"תוסף לארוחה, משקה עתיר קלוריות וחלבון, EASY DRINK, איזיליין",גרמים,1
"תוסף לארוחה, משקה עתיר קלוריות וחלבון, EASY DRINK, איזיליין",קרטון,255
"תוסף לארוחה, משקה עתיר קלוריות וחלבון, EASY DRINK, איזיליין",קרטון גדול,1000
"תוסף לארוחה, משקה עתיר קלוריות וחלבון, EASY DRINK, איזיליין",קילוגרם,1000
"תמ""י, תחליף לארוחה, נוזלי, בתוספת סיבים, EASY FIBER, איזיליין",גרמים,1
"תמ""י, תחליף לארוחה, נוזלי, בתוספת סיבים, EASY FIBER, איזיליין",קרטון,500
"תמ""י, תחליף לארוחה, נוזלי, בתוספת סיבים, EASY FIBER, איזיליין",קרטון קטן,250
"תמ""י, תחליף לארוחה, נוזלי, בתוספת סיבים, EASY FIBER, איזיליין",קרטון גדול,950
"תמ""י, תחליף לארוחה, נוזלי, בתוספת סיבים, EASY FIBER, איזיליין",קילוגרם,1000
"תמ""י, תחליף לארוחה נוזלי,JEVITY",גרמים,1
"תמ""י, תחליף לארוחה נוזלי,JEVITY",פחית,237
"תמ""י, תחליף לארוחה נוזלי,JEVITY",קילוגרם,1000
"תמ""י, תחליף לארוחה נוזלי,OSMOLITE",גרמים,1
"תמ""י, תחליף לארוחה נוזלי,OSMOLITE",פחית,237
"תמ""י, תחליף לארוחה נוזלי,OSMOLITE",קילוגרם,1000
"תמ""י, תחליף לארוחה נוזלי,PULMOCARE",גרמים,1
"תמ""י, תחליף לארוחה נוזלי,PULMOCARE",פחית,237
"תמ""י, תחליף לארוחה נוזלי,PULMOCARE",קילוגרם,1000
"תמ""י, תחליף לארוחה נוזלי,OXEPA",גרמים,1
"תמ""י, תחליף לארוחה נוזלי,OXEPA",פחית,237
"תמ""י, תחליף לארוחה נוזלי,OXEPA",קילוגרם,1000
תחליף לארוחה נוזלית NEPRO LP,גרמים,1
תחליף לארוחה נוזלית NEPRO LP,פחית,237
תחליף לארוחה נוזלית NEPRO LP,קילוגרם,1000
"תמ""י, תחליף לארוחה נוזלי,GLUCERNA",גרמים,1
"תמ""י, תחליף לארוחה נוזלי,GLUCERNA",פחית,237
"תמ""י, תחליף לארוחה נוזלי,GLUCERNA",קילוגרם,1000
"תמ""י, תחליף לארוחה נוזלי,PERATIVE",גרמים,1
"תמ""י, תחליף לארוחה נוזלי,PERATIVE",פחית,237
"תמ""י, תחליף לארוחה נוזלי,PERATIVE",קילוגרם,1000
"תמ""י, תחליף לארוחה נוזלי, ALITRAQ",גרמים,1
"תמ""י, תחליף לארוחה נוזלי, ALITRAQ",שקית,300
"תמ""י, תחליף לארוחה נוזלי, ALITRAQ",קילוגרם,1000
"תמ""י, תחליף נוזלי לארוחה  ,NUTREN 2.0, מגאפארם",גרמים,1
"תמ""י, תחליף נוזלי לארוחה  ,NUTREN 2.0, מגאפארם",פחית,250
"תמ""י, תחליף נוזלי לארוחה  ,NUTREN 2.0, מגאפארם",קילוגרם,1000
"תמ""ל, אנפמיל 1 AR , ANTIREFLUX ,מוכן,  Mead Johnson",גרמים,1
"תמ""ל, אנפמיל 1 AR , ANTIREFLUX ,מוכן,  Mead Johnson",קילוגרם,1000
"תמ""ל, Extracare sensitive, לפגים,מטרנה, מוכן עם מים",גרמים,1
"תמ""ל, Extracare sensitive, לפגים,מטרנה, מוכן עם מים",קילוגרם,1000
"תמ""י,תחליף לארוחה נוזלי, PEDIASURE, אבוט",גרמים,1
"תמ""י,תחליף לארוחה נוזלי, PEDIASURE, אבוט",פחית,237
"תמ""י,תחליף לארוחה נוזלי, PEDIASURE, אבוט",קילוגרם,1000
"תמ""ל, איזומיל, סימילאק, מוכן",כף מידה,8.890000343
"תמ""ל, איזומיל, סימילאק, מוכן",גרמים,1
"תמ""ל, איזומיל, סימילאק, מוכן",קילוגרם,1000
"תמ""ל, מטרנה צמחית, עד גיל שנה, מוכן",גרמים,1
"תמ""ל, מטרנה צמחית, עד גיל שנה, מוכן",קילוגרם,1000
"תמ""ל, מטרנה מהדרין ספיישל, דל לקטוז, מוכן",גרמים,1
"תמ""ל, מטרנה מהדרין ספיישל, דל לקטוז, מוכן",קילוגרם,1000
"תמ""ל, מטרנה לילה טוב, אבקה ",כף מידה,9
"תמ""ל, מטרנה לילה טוב, אבקה ",כפית,5
"תמ""ל, מטרנה לילה טוב, אבקה ",גרמים,1
"תמ""ל, מטרנה לילה טוב, אבקה ",קילוגרם,1000
"תמ""ל, מטרנה לילה טוב, בהכנה סמיכה",כף מידה,9
"תמ""ל, מטרנה לילה טוב, בהכנה סמיכה",גרמים,1
"תמ""ל, מטרנה לילה טוב, בהכנה סמיכה",קילוגרם,1000
"תמ""ל, חלבי שלב 1, כולל מהדרין, אבקה, מטרנה",כף מידה,9
"תמ""ל, חלבי שלב 1, כולל מהדרין, אבקה, מטרנה",כפית,5
"תמ""ל, חלבי שלב 1, כולל מהדרין, אבקה, מטרנה",גרמים,1
"תמ""ל, חלבי שלב 1, כולל מהדרין, אבקה, מטרנה",קילוגרם,1000
"תמ""ל, חלבי שלב 2, כולל מהדרין, אבקה, מטרנה",כף מידה,9
"תמ""ל, חלבי שלב 2, כולל מהדרין, אבקה, מטרנה",כפית,5
"תמ""ל, חלבי שלב 2, כולל מהדרין, אבקה, מטרנה",גרמים,1
"תמ""ל, חלבי שלב 2, כולל מהדרין, אבקה, מטרנה",קילוגרם,1000
"תמ""ל, חלבי שלב 3, כולל מהדרין , אבקה, מטרנה",כף מידה,9
"תמ""ל, חלבי שלב 3, כולל מהדרין , אבקה, מטרנה",כפית,5
"תמ""ל, חלבי שלב 3, כולל מהדרין , אבקה, מטרנה",גרמים,1
"תמ""ל, חלבי שלב 3, כולל מהדרין , אבקה, מטרנה",קילוגרם,1000
"תמ""ל, מטרנה צמחית עד גיל שנה, אבקה",כף מידה,9
"תמ""ל, מטרנה צמחית עד גיל שנה, אבקה",כפית,5
"תמ""ל, מטרנה צמחית עד גיל שנה, אבקה",גרמים,1
"תמ""ל, מטרנה צמחית עד גיל שנה, אבקה",קילוגרם,1000
"תמ""ל, מטרנה צמחית, מגיל שנה ואילך, מוכן",כף מידה,9
"תמ""ל, מטרנה צמחית, מגיל שנה ואילך, מוכן",כפית,5
"תמ""ל, מטרנה צמחית, מגיל שנה ואילך, מוכן",גרמים,1
"תמ""ל, מטרנה צמחית, מגיל שנה ואילך, מוכן",קילוגרם,1000
"תמ""ל, מטרנה צמחית, מגיל שנה ואילך, אבקה",כף מידה,9
"תמ""ל, מטרנה צמחית, מגיל שנה ואילך, אבקה",כפית,5
"תמ""ל, מטרנה צמחית, מגיל שנה ואילך, אבקה",גרמים,1
"תמ""ל, מטרנה צמחית, מגיל שנה ואילך, אבקה",קילוגרם,1000
"תמ""י, PHENYLFREE 2, נוזלי, פרמהבסט",גרמים,1
"תמ""י, PHENYLFREE 2, נוזלי, פרמהבסט",קילוגרם,1000
"תמ""י, MSUD  רגיל",גרמים,1
"תמ""י, MSUD  רגיל",קילוגרם,1000
"תמ""י, MSUD מרוכז",גרמים,1
"תמ""י, MSUD מרוכז",קילוגרם,1000
"תמ""י, GALACTOMIN 19, אבקה, מגאפארם",גרמים,1
"תמ""י, GALACTOMIN 19, אבקה, מגאפארם",קילוגרם,1000
"תמ""ל, ליפיל  NUTRAMIGEN 1 LGG, מוכן, פרמהבסט",גרמים,1
"תמ""ל, ליפיל  NUTRAMIGEN 1 LGG, מוכן, פרמהבסט",פחית,100
"תמ""ל, ליפיל  NUTRAMIGEN 1 LGG, מוכן, פרמהבסט",קילוגרם,1000
"תמ""ל,  PREGESTIMIL LIPIL, נוזלי, פרמהבסט",גרמים,1
"תמ""ל,  PREGESTIMIL LIPIL, נוזלי, פרמהבסט",פחית,100
"תמ""ל,  PREGESTIMIL LIPIL, נוזלי, פרמהבסט",קילוגרם,1000
"תמ""י,תחליף לארוחה נוזלי,NEOCATE ADVANCE",גרמים,1
"תמ""י,תחליף לארוחה נוזלי,NEOCATE ADVANCE",פחית,100
"תמ""י,תחליף לארוחה נוזלי,NEOCATE ADVANCE",קילוגרם,1000
"תמ""ל, סימילאק טופ 1, מוכן, כולל מהדרין",גרמים,1
"תמ""ל, סימילאק טופ 1, מוכן, כולל מהדרין",קילוגרם,1000
"תמ""ל, סימילאק טופ 2/טופ 3, מוכן",כף מידה,8.56000042
"תמ""ל, סימילאק טופ 2/טופ 3, מוכן",גרמים,1
"תמ""ל, סימילאק טופ 2/טופ 3, מוכן",קילוגרם,1000
"תמ""ל, סימילאק NEOSURE, מוכן",כף מידה,9.5
"תמ""ל, סימילאק NEOSURE, מוכן",גרמים,1
"תמ""ל, סימילאק NEOSURE, מוכן",קילוגרם,1000
"תמ""י,NUTREN JUNIOR, תחליף נוזלי לארוחה, מגאפארם",גרמים,1
"תמ""י,NUTREN JUNIOR, תחליף נוזלי לארוחה, מגאפארם",פחית,250
"תמ""י,NUTREN JUNIOR, תחליף נוזלי לארוחה, מגאפארם",קילוגרם,1000
"תמ""י, NUTREN JUNIOR WITH FIBER, נוזלי, מגאפרם",גרמים,1
"תמ""י, NUTREN JUNIOR WITH FIBER, נוזלי, מגאפרם",פחית,250
"תמ""י, NUTREN JUNIOR WITH FIBER, נוזלי, מגאפרם",קילוגרם,1000
"תמ""י,PEPTAMEN JUNIOR, תחליף נוזלי לארוחה, מגאפארם",גרמים,1
"תמ""י,PEPTAMEN JUNIOR, תחליף נוזלי לארוחה, מגאפארם",פחית,250
"תמ""י,PEPTAMEN JUNIOR, תחליף נוזלי לארוחה, מגאפארם",קילוגרם,1000
"תמ""י, PEPTAMEN, תחליף נוזלי לארוחה, וניל, מגאפארם",גרמים,1
"תמ""י, PEPTAMEN, תחליף נוזלי לארוחה, וניל, מגאפארם",פחית,250
"תמ""י, PEPTAMEN, תחליף נוזלי לארוחה, וניל, מגאפארם",קילוגרם,1000
"חלב מיובש, מלא, אבקה",כוס,128
"חלב מיובש, מלא, אבקה",גרמים,1
"חלב מיובש, מלא, אבקה",קילוגרם,1000
#N/A,כפית,1.299999952
#N/A,גרמים,1
#N/A,קילוגרם,1000
"שוקו, אבקה יבשה עם סוכר וחלב מיובש",כף,8
"שוקו, אבקה יבשה עם סוכר וחלב מיובש",גרמים,1
"שוקו, אבקה יבשה עם סוכר וחלב מיובש",קילוגרם,1000
"שוקו, אבקה ממותקת להכנת משקה שוקולית, עלית",כף,8.399999619
"שוקו, אבקה ממותקת להכנת משקה שוקולית, עלית",כפית,2.599999905
"שוקו, אבקה ממותקת להכנת משקה שוקולית, עלית",כפית גדושה,5
"שוקו, אבקה ממותקת להכנת משקה שוקולית, עלית",גרמים,1
"שוקו, אבקה ממותקת להכנת משקה שוקולית, עלית",שקית,1000
